Логи трех прогонов: 512Мб,1Гб,2Гб,4Гб,8Гб,16Гб,32Гб,64Гб,128Гб.

32Мб,64Мб,128Мб,256Мб FAILED

C:\Users\User\rand>dieharder.exe -a -g 201 -f 512r.bin
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                        512r.bin|  5.73e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
          sts_serial|   4|    100000|     100|0.07824791|  PASSED
          sts_serial|   4|    100000|     100|0.00638962|  PASSED
          sts_serial|   5|    100000|     100|0.40006692|  PASSED
          sts_serial|   5|    100000|     100|0.53915604|  PASSED
          sts_serial|   6|    100000|     100|0.56853700|  PASSED
          sts_serial|   6|    100000|     100|0.70988062|  PASSED
          sts_serial|   7|    100000|     100|0.40085191|  PASSED
          sts_serial|   7|    100000|     100|0.18288205|  PASSED
          sts_serial|   8|    100000|     100|0.56045198|  PASSED
          sts_serial|   8|    100000|     100|0.45102080|  PASSED
          sts_serial|   9|    100000|     100|0.55830828|  PASSED
          sts_serial|   9|    100000|     100|0.42917314|  PASSED
          sts_serial|  10|    100000|     100|0.47390602|  PASSED
          sts_serial|  10|    100000|     100|0.84316657|  PASSED
          sts_serial|  11|    100000|     100|0.38682342|  PASSED
          sts_serial|  11|    100000|     100|0.58489425|  PASSED
          sts_serial|  12|    100000|     100|0.82732561|  PASSED
          sts_serial|  12|    100000|     100|0.30663620|  PASSED
          sts_serial|  13|    100000|     100|0.94278541|  PASSED
          sts_serial|  13|    100000|     100|0.97378962|  PASSED
          sts_serial|  14|    100000|     100|0.93683697|  PASSED
          sts_serial|  14|    100000|     100|0.66427328|  PASSED
          sts_serial|  15|    100000|     100|0.52107283|  PASSED
          sts_serial|  15|    100000|     100|0.98799809|  PASSED
          sts_serial|  16|    100000|     100|0.14521124|  PASSED
          sts_serial|  16|    100000|     100|0.21719625|  PASSED
# The file file_input_raw was rewound 6 times
         rgb_bitdist|   1|    100000|     100|0.88897861|  PASSED
# The file file_input_raw was rewound 6 times
         rgb_bitdist|   2|    100000|     100|0.60736787|  PASSED
# The file file_input_raw was rewound 6 times
         rgb_bitdist|   3|    100000|     100|0.60082729|  PASSED
# The file file_input_raw was rewound 6 times
         rgb_bitdist|   4|    100000|     100|0.95086805|  PASSED
# The file file_input_raw was rewound 6 times
         rgb_bitdist|   5|    100000|     100|0.98100633|  PASSED
# The file file_input_raw was rewound 6 times
         rgb_bitdist|   6|    100000|     100|0.60851966|  PASSED
# The file file_input_raw was rewound 7 times
         rgb_bitdist|   7|    100000|     100|0.94659380|  PASSED
# The file file_input_raw was rewound 7 times
         rgb_bitdist|   8|    100000|     100|0.58492016|  PASSED
# The file file_input_raw was rewound 7 times
         rgb_bitdist|   9|    100000|     100|0.01221338|  PASSED
# The file file_input_raw was rewound 8 times
         rgb_bitdist|  10|    100000|     100|0.84673255|  PASSED
# The file file_input_raw was rewound 8 times
         rgb_bitdist|  11|    100000|     100|0.58518507|  PASSED
# The file file_input_raw was rewound 9 times
         rgb_bitdist|  12|    100000|     100|0.39431396|  PASSED
# The file file_input_raw was rewound 9 times
rgb_minimum_distance|   2|     10000|    1000|0.16131740|  PASSED
# The file file_input_raw was rewound 9 times
rgb_minimum_distance|   3|     10000|    1000|0.85543195|  PASSED
# The file file_input_raw was rewound 9 times
rgb_minimum_distance|   4|     10000|    1000|0.70017696|  PASSED
# The file file_input_raw was rewound 9 times
rgb_minimum_distance|   5|     10000|    1000|0.18165833|  PASSED
# The file file_input_raw was rewound 9 times
    rgb_permutations|   2|    100000|     100|0.83186224|  PASSED
# The file file_input_raw was rewound 9 times
    rgb_permutations|   3|    100000|     100|0.72745502|  PASSED
# The file file_input_raw was rewound 9 times
    rgb_permutations|   4|    100000|     100|0.41418448|  PASSED
# The file file_input_raw was rewound 9 times
    rgb_permutations|   5|    100000|     100|0.70143877|  PASSED
# The file file_input_raw was rewound 9 times
      rgb_lagged_sum|   0|   1000000|     100|0.45974827|  PASSED
# The file file_input_raw was rewound 10 times
      rgb_lagged_sum|   1|   1000000|     100|0.40164018|  PASSED
# The file file_input_raw was rewound 10 times
      rgb_lagged_sum|   2|   1000000|     100|0.91541496|  PASSED
# The file file_input_raw was rewound 11 times
      rgb_lagged_sum|   3|   1000000|     100|0.79992866|  PASSED
# The file file_input_raw was rewound 12 times
      rgb_lagged_sum|   4|   1000000|     100|0.98218718|  PASSED
# The file file_input_raw was rewound 13 times
      rgb_lagged_sum|   5|   1000000|     100|0.24351934|  PASSED
# The file file_input_raw was rewound 14 times
      rgb_lagged_sum|   6|   1000000|     100|0.77583418|  PASSED
# The file file_input_raw was rewound 16 times
      rgb_lagged_sum|   7|   1000000|     100|0.05431316|  PASSED
# The file file_input_raw was rewound 17 times
      rgb_lagged_sum|   8|   1000000|     100|0.27511377|  PASSED
# The file file_input_raw was rewound 19 times
      rgb_lagged_sum|   9|   1000000|     100|0.22457626|  PASSED
# The file file_input_raw was rewound 21 times
      rgb_lagged_sum|  10|   1000000|     100|0.64373134|  PASSED
# The file file_input_raw was rewound 24 times
      rgb_lagged_sum|  11|   1000000|     100|0.94652173|  PASSED
# The file file_input_raw was rewound 26 times
      rgb_lagged_sum|  12|   1000000|     100|0.15098212|  PASSED
# The file file_input_raw was rewound 29 times
      rgb_lagged_sum|  13|   1000000|     100|0.99624344|   WEAK
# The file file_input_raw was rewound 31 times
      rgb_lagged_sum|  14|   1000000|     100|0.42893581|  PASSED
# The file file_input_raw was rewound 34 times
      rgb_lagged_sum|  15|   1000000|     100|0.00187427|   WEAK
# The file file_input_raw was rewound 38 times
      rgb_lagged_sum|  16|   1000000|     100|0.73658970|  PASSED
# The file file_input_raw was rewound 41 times
      rgb_lagged_sum|  17|   1000000|     100|0.28034043|  PASSED
# The file file_input_raw was rewound 44 times
      rgb_lagged_sum|  18|   1000000|     100|0.71479829|  PASSED
# The file file_input_raw was rewound 48 times
      rgb_lagged_sum|  19|   1000000|     100|0.29956254|  PASSED
# The file file_input_raw was rewound 52 times
      rgb_lagged_sum|  20|   1000000|     100|0.55535220|  PASSED
# The file file_input_raw was rewound 56 times
      rgb_lagged_sum|  21|   1000000|     100|0.85134980|  PASSED
# The file file_input_raw was rewound 60 times
      rgb_lagged_sum|  22|   1000000|     100|0.36063232|  PASSED
# The file file_input_raw was rewound 65 times
      rgb_lagged_sum|  23|   1000000|     100|0.35508840|  PASSED
# The file file_input_raw was rewound 70 times
      rgb_lagged_sum|  24|   1000000|     100|0.50473163|  PASSED
# The file file_input_raw was rewound 74 times
      rgb_lagged_sum|  25|   1000000|     100|0.68171316|  PASSED
# The file file_input_raw was rewound 79 times
      rgb_lagged_sum|  26|   1000000|     100|0.19119207|  PASSED
# The file file_input_raw was rewound 85 times
      rgb_lagged_sum|  27|   1000000|     100|0.39166721|  PASSED
# The file file_input_raw was rewound 90 times
      rgb_lagged_sum|  28|   1000000|     100|0.94858926|  PASSED
# The file file_input_raw was rewound 96 times
      rgb_lagged_sum|  29|   1000000|     100|0.09013962|  PASSED
# The file file_input_raw was rewound 101 times
      rgb_lagged_sum|  30|   1000000|     100|0.00016886|   WEAK
# The file file_input_raw was rewound 107 times
      rgb_lagged_sum|  31|   1000000|     100|0.00128949|   WEAK
# The file file_input_raw was rewound 114 times
      rgb_lagged_sum|  32|   1000000|     100|0.54591937|  PASSED
# The file file_input_raw was rewound 114 times
     rgb_kstest_test|   0|     10000|    1000|0.02728619|  PASSED
# The file file_input_raw was rewound 114 times
     dab_bytedistrib|   0|  51200000|       1|0.66870282|  PASSED
# The file file_input_raw was rewound 114 times
             dab_dct| 256|     50000|       1|0.11147181|  PASSED
Preparing to run test 207.  ntuple = 0
# The file file_input_raw was rewound 114 times
        dab_filltree|  32|  15000000|       1|0.23931920|  PASSED
        dab_filltree|  32|  15000000|       1|0.88955980|  PASSED
Preparing to run test 208.  ntuple = 0
# The file file_input_raw was rewound 114 times
       dab_filltree2|   0|   5000000|       1|0.79942481|  PASSED
       dab_filltree2|   1|   5000000|       1|0.22354694|  PASSED
Preparing to run test 209.  ntuple = 0
# The file file_input_raw was rewound 114 times
        dab_monobit2|  12|  65000000|       1|0.51343249|  PASSED


C:\Users\User\rand>dieharder.exe -a -g 201 -f 4r.bin
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                          4r.bin|  5.58e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.59647927|  PASSED
      diehard_operm5|   0|   1000000|     100|0.71111481|  PASSED
  diehard_rank_32x32|   0|     40000|     100|0.12881445|  PASSED
    diehard_rank_6x8|   0|    100000|     100|0.99668140|   WEAK
   diehard_bitstream|   0|   2097152|     100|0.12015103|  PASSED
        diehard_opso|   0|   2097152|     100|0.90212115|  PASSED
        diehard_oqso|   0|   2097152|     100|0.18846841|  PASSED
         diehard_dna|   0|   2097152|     100|0.83979722|  PASSED
diehard_count_1s_str|   0|    256000|     100|0.47393922|  PASSED
diehard_count_1s_byt|   0|    256000|     100|0.40980048|  PASSED
 diehard_parking_lot|   0|     12000|     100|0.89904007|  PASSED
    diehard_2dsphere|   2|      8000|     100|0.43259321|  PASSED
    diehard_3dsphere|   3|      4000|     100|0.47925544|  PASSED
# The file file_input_raw was rewound 1 times
     diehard_squeeze|   0|    100000|     100|0.71282305|  PASSED
# The file file_input_raw was rewound 1 times
        diehard_sums|   0|       100|     100|0.03757587|  PASSED
# The file file_input_raw was rewound 1 times
        diehard_runs|   0|    100000|     100|0.50156382|  PASSED
        diehard_runs|   0|    100000|     100|0.15519522|  PASSED
# The file file_input_raw was rewound 1 times
       diehard_craps|   0|    200000|     100|0.71565636|  PASSED
       diehard_craps|   0|    200000|     100|0.53304630|  PASSED
# The file file_input_raw was rewound 3 times
 marsaglia_tsang_gcd|   0|  10000000|     100|0.71307175|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.79419430|  PASSED
# The file file_input_raw was rewound 3 times
         sts_monobit|   1|    100000|     100|0.82698418|  PASSED
# The file file_input_raw was rewound 3 times
            sts_runs|   2|    100000|     100|0.95685933|  PASSED
# The file file_input_raw was rewound 3 times
          sts_serial|   1|    100000|     100|0.53888259|  PASSED
          sts_serial|   2|    100000|     100|0.86173916|  PASSED
          sts_serial|   3|    100000|     100|0.36801635|  PASSED
          sts_serial|   3|    100000|     100|0.16537132|  PASSED
          sts_serial|   4|    100000|     100|0.77738959|  PASSED
          sts_serial|   4|    100000|     100|0.31617113|  PASSED
          sts_serial|   5|    100000|     100|0.93615612|  PASSED
          sts_serial|   5|    100000|     100|0.67149273|  PASSED
          sts_serial|   6|    100000|     100|0.57410121|  PASSED
          sts_serial|   6|    100000|     100|0.56268086|  PASSED
          sts_serial|   7|    100000|     100|0.35798185|  PASSED
          sts_serial|   7|    100000|     100|0.09715978|  PASSED
          sts_serial|   8|    100000|     100|0.77699543|  PASSED
          sts_serial|   8|    100000|     100|0.73428690|  PASSED
          sts_serial|   9|    100000|     100|0.99874164|   WEAK
          sts_serial|   9|    100000|     100|0.37110589|  PASSED
          sts_serial|  10|    100000|     100|0.62379882|  PASSED
          sts_serial|  10|    100000|     100|0.35278348|  PASSED
          sts_serial|  11|    100000|     100|0.80759137|  PASSED
          sts_serial|  11|    100000|     100|0.25007499|  PASSED
          sts_serial|  12|    100000|     100|0.84276947|  PASSED
          sts_serial|  12|    100000|     100|0.55204782|  PASSED
          sts_serial|  13|    100000|     100|0.90496323|  PASSED
          sts_serial|  13|    100000|     100|0.53981866|  PASSED
          sts_serial|  14|    100000|     100|0.16501878|  PASSED
          sts_serial|  14|    100000|     100|0.00985089|  PASSED
          sts_serial|  15|    100000|     100|0.47378756|  PASSED
          sts_serial|  15|    100000|     100|0.61526940|  PASSED
          sts_serial|  16|    100000|     100|0.89515708|  PASSED
          sts_serial|  16|    100000|     100|0.84909742|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   1|    100000|     100|0.54527633|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   2|    100000|     100|0.99521729|   WEAK
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   3|    100000|     100|0.00799881|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   4|    100000|     100|0.87067833|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   5|    100000|     100|0.08739294|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   6|    100000|     100|0.63380565|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   7|    100000|     100|0.43239556|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   8|    100000|     100|0.48510683|  PASSED
# The file file_input_raw was rewound 3 times
         rgb_bitdist|   9|    100000|     100|0.72155976|  PASSED
# The file file_input_raw was rewound 4 times
         rgb_bitdist|  10|    100000|     100|0.84279475|  PASSED
# The file file_input_raw was rewound 4 times
         rgb_bitdist|  11|    100000|     100|0.14873728|  PASSED
# The file file_input_raw was rewound 4 times
         rgb_bitdist|  12|    100000|     100|0.48721097|  PASSED
# The file file_input_raw was rewound 4 times
rgb_minimum_distance|   2|     10000|    1000|0.81533137|  PASSED
# The file file_input_raw was rewound 4 times
rgb_minimum_distance|   3|     10000|    1000|0.21661741|  PASSED
# The file file_input_raw was rewound 4 times
rgb_minimum_distance|   4|     10000|    1000|0.21396120|  PASSED
# The file file_input_raw was rewound 4 times
rgb_minimum_distance|   5|     10000|    1000|0.28889053|  PASSED
# The file file_input_raw was rewound 4 times
    rgb_permutations|   2|    100000|     100|0.39127354|  PASSED
# The file file_input_raw was rewound 4 times
    rgb_permutations|   3|    100000|     100|0.73185465|  PASSED
# The file file_input_raw was rewound 4 times
    rgb_permutations|   4|    100000|     100|0.09589390|  PASSED
# The file file_input_raw was rewound 4 times
    rgb_permutations|   5|    100000|     100|0.23544868|  PASSED
# The file file_input_raw was rewound 4 times
      rgb_lagged_sum|   0|   1000000|     100|0.08399590|  PASSED
# The file file_input_raw was rewound 5 times
      rgb_lagged_sum|   1|   1000000|     100|0.90314961|  PASSED
# The file file_input_raw was rewound 5 times
      rgb_lagged_sum|   2|   1000000|     100|0.24716276|  PASSED
# The file file_input_raw was rewound 5 times
      rgb_lagged_sum|   3|   1000000|     100|0.81268578|  PASSED
# The file file_input_raw was rewound 6 times
      rgb_lagged_sum|   4|   1000000|     100|0.58054389|  PASSED
# The file file_input_raw was rewound 6 times
      rgb_lagged_sum|   5|   1000000|     100|0.53253431|  PASSED
# The file file_input_raw was rewound 7 times
      rgb_lagged_sum|   6|   1000000|     100|0.76894953|  PASSED
# The file file_input_raw was rewound 8 times
      rgb_lagged_sum|   7|   1000000|     100|0.89243975|  PASSED
# The file file_input_raw was rewound 8 times
      rgb_lagged_sum|   8|   1000000|     100|0.56809631|  PASSED
# The file file_input_raw was rewound 9 times
      rgb_lagged_sum|   9|   1000000|     100|0.10781964|  PASSED
# The file file_input_raw was rewound 10 times
      rgb_lagged_sum|  10|   1000000|     100|0.89741430|  PASSED
# The file file_input_raw was rewound 12 times
      rgb_lagged_sum|  11|   1000000|     100|0.15316492|  PASSED
# The file file_input_raw was rewound 13 times
      rgb_lagged_sum|  12|   1000000|     100|0.80408469|  PASSED
# The file file_input_raw was rewound 14 times
      rgb_lagged_sum|  13|   1000000|     100|0.95443425|  PASSED
# The file file_input_raw was rewound 15 times
      rgb_lagged_sum|  14|   1000000|     100|0.36757240|  PASSED
# The file file_input_raw was rewound 17 times
      rgb_lagged_sum|  15|   1000000|     100|0.05659091|  PASSED
# The file file_input_raw was rewound 19 times
      rgb_lagged_sum|  16|   1000000|     100|0.91222531|  PASSED
# The file file_input_raw was rewound 20 times
      rgb_lagged_sum|  17|   1000000|     100|0.95616300|  PASSED
# The file file_input_raw was rewound 22 times
      rgb_lagged_sum|  18|   1000000|     100|0.60975694|  PASSED
# The file file_input_raw was rewound 24 times
      rgb_lagged_sum|  19|   1000000|     100|0.11391869|  PASSED
# The file file_input_raw was rewound 26 times
      rgb_lagged_sum|  20|   1000000|     100|0.45415139|  PASSED
# The file file_input_raw was rewound 28 times
      rgb_lagged_sum|  21|   1000000|     100|0.86414111|  PASSED
# The file file_input_raw was rewound 30 times
      rgb_lagged_sum|  22|   1000000|     100|0.57049895|  PASSED
# The file file_input_raw was rewound 32 times
      rgb_lagged_sum|  23|   1000000|     100|0.89978727|  PASSED
# The file file_input_raw was rewound 35 times
      rgb_lagged_sum|  24|   1000000|     100|0.80541433|  PASSED
# The file file_input_raw was rewound 37 times
      rgb_lagged_sum|  25|   1000000|     100|0.65143948|  PASSED
# The file file_input_raw was rewound 39 times
      rgb_lagged_sum|  26|   1000000|     100|0.51067203|  PASSED
# The file file_input_raw was rewound 42 times
      rgb_lagged_sum|  27|   1000000|     100|0.77986907|  PASSED
# The file file_input_raw was rewound 45 times
      rgb_lagged_sum|  28|   1000000|     100|0.07929505|  PASSED
# The file file_input_raw was rewound 48 times
      rgb_lagged_sum|  29|   1000000|     100|0.72263238|  PASSED
# The file file_input_raw was rewound 50 times
      rgb_lagged_sum|  30|   1000000|     100|0.94919611|  PASSED
# The file file_input_raw was rewound 53 times
      rgb_lagged_sum|  31|   1000000|     100|0.01250713|  PASSED
# The file file_input_raw was rewound 57 times
      rgb_lagged_sum|  32|   1000000|     100|0.44992447|  PASSED
# The file file_input_raw was rewound 57 times
     rgb_kstest_test|   0|     10000|    1000|0.16392650|  PASSED
# The file file_input_raw was rewound 57 times
     dab_bytedistrib|   0|  51200000|       1|0.09970822|  PASSED
# The file file_input_raw was rewound 57 times
             dab_dct| 256|     50000|       1|0.83054877|  PASSED
Preparing to run test 207.  ntuple = 0
# The file file_input_raw was rewound 57 times
        dab_filltree|  32|  15000000|       1|0.27171605|  PASSED
        dab_filltree|  32|  15000000|       1|0.06318609|  PASSED
Preparing to run test 208.  ntuple = 0
# The file file_input_raw was rewound 57 times
       dab_filltree2|   0|   5000000|       1|0.14050675|  PASSED
       dab_filltree2|   1|   5000000|       1|0.40356321|  PASSED
Preparing to run test 209.  ntuple = 0
# The file file_input_raw was rewound 57 times
        dab_monobit2|  12|  65000000|       1|0.42239775|  PASSED

C:\Users\User\rand>dieharder.exe -a -g 201 -f 8r.bin
#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|                          8r.bin|  5.66e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.54756254|  PASSED
      diehard_operm5|   0|   1000000|     100|0.13297992|  PASSED
  diehard_rank_32x32|   0|     40000|     100|0.54025363|  PASSED
    diehard_rank_6x8|   0|    100000|     100|0.94283646|  PASSED
   diehard_bitstream|   0|   2097152|     100|0.45626399|  PASSED
        diehard_opso|   0|   2097152|     100|0.86832982|  PASSED
        diehard_oqso|   0|   2097152|     100|0.47241083|  PASSED
         diehard_dna|   0|   2097152|     100|0.05103570|  PASSED
diehard_count_1s_str|   0|    256000|     100|0.25534664|  PASSED
diehard_count_1s_byt|   0|    256000|     100|0.87905217|  PASSED
 diehard_parking_lot|   0|     12000|     100|0.40663901|  PASSED
    diehard_2dsphere|   2|      8000|     100|0.97236518|  PASSED
    diehard_3dsphere|   3|      4000|     100|0.61573307|  PASSED
     diehard_squeeze|   0|    100000|     100|0.10760109|  PASSED
        diehard_sums|   0|       100|     100|0.08519417|  PASSED
        diehard_runs|   0|    100000|     100|0.96336584|  PASSED
        diehard_runs|   0|    100000|     100|0.33926701|  PASSED
       diehard_craps|   0|    200000|     100|0.97644991|  PASSED
       diehard_craps|   0|    200000|     100|0.71107743|  PASSED
# The file file_input_raw was rewound 1 times
 marsaglia_tsang_gcd|   0|  10000000|     100|0.06348333|  PASSED
 marsaglia_tsang_gcd|   0|  10000000|     100|0.14166584|  PASSED
# The file file_input_raw was rewound 1 times
         sts_monobit|   1|    100000|     100|0.44714455|  PASSED
# The file file_input_raw was rewound 1 times
            sts_runs|   2|    100000|     100|0.77030127|  PASSED
# The file file_input_raw was rewound 1 times
          sts_serial|   1|    100000|     100|0.24032753|  PASSED
          sts_serial|   2|    100000|     100|0.17339066|  PASSED
          sts_serial|   3|    100000|     100|0.28839160|  PASSED
          sts_serial|   3|    100000|     100|0.91438611|  PASSED
          sts_serial|   4|    100000|     100|0.47752307|  PASSED
          sts_serial|   4|    100000|     100|0.01313620|  PASSED
          sts_serial|   5|    100000|     100|0.82372451|  PASSED
          sts_serial|   5|    100000|     100|0.84481610|  PASSED
          sts_serial|   6|    100000|     100|0.25838005|  PASSED
          sts_serial|   6|    100000|     100|0.32859214|  PASSED
          sts_serial|   7|    100000|     100|0.07086911|  PASSED
          sts_serial|   7|    100000|     100|0.95676887|  PASSED
          sts_serial|   8|    100000|     100|0.34489756|  PASSED
          sts_serial|   8|    100000|     100|0.59416280|  PASSED
          sts_serial|   9|    100000|     100|0.55818682|  PASSED
          sts_serial|   9|    100000|     100|0.38394591|  PASSED
          sts_serial|  10|    100000|     100|0.74625436|  PASSED
          sts_serial|  10|    100000|     100|0.26164621|  PASSED
          sts_serial|  11|    100000|     100|0.89906718|  PASSED
          sts_serial|  11|    100000|     100|0.83616735|  PASSED
          sts_serial|  12|    100000|     100|0.94021720|  PASSED
          sts_serial|  12|    100000|     100|0.99537054|   WEAK
          sts_serial|  13|    100000|     100|0.99619182|   WEAK
          sts_serial|  13|    100000|     100|0.67848952|  PASSED
          sts_serial|  14|    100000|     100|0.99953534|   WEAK
          sts_serial|  14|    100000|     100|0.61822323|  PASSED
          sts_serial|  15|    100000|     100|0.93959043|  PASSED
          sts_serial|  15|    100000|     100|0.59360836|  PASSED
          sts_serial|  16|    100000|     100|0.72357858|  PASSED
          sts_serial|  16|    100000|     100|0.58264443|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   1|    100000|     100|0.88245842|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   2|    100000|     100|0.90336823|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   3|    100000|     100|0.58492633|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   4|    100000|     100|0.40997248|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   5|    100000|     100|0.83668096|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   6|    100000|     100|0.03118896|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   7|    100000|     100|0.18079289|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   8|    100000|     100|0.21387299|  PASSED
# The file file_input_raw was rewound 1 times
         rgb_bitdist|   9|    100000|     100|0.99402728|  PASSED
# The file file_input_raw was rewound 2 times
         rgb_bitdist|  10|    100000|     100|0.95213077|  PASSED
# The file file_input_raw was rewound 2 times
         rgb_bitdist|  11|    100000|     100|0.27302806|  PASSED
# The file file_input_raw was rewound 2 times
         rgb_bitdist|  12|    100000|     100|0.68730980|  PASSED
# The file file_input_raw was rewound 2 times
rgb_minimum_distance|   2|     10000|    1000|0.53632734|  PASSED
# The file file_input_raw was rewound 2 times
rgb_minimum_distance|   3|     10000|    1000|0.13338460|  PASSED
# The file file_input_raw was rewound 2 times
rgb_minimum_distance|   4|     10000|    1000|0.26846371|  PASSED
# The file file_input_raw was rewound 2 times
rgb_minimum_distance|   5|     10000|    1000|0.82163609|  PASSED
# The file file_input_raw was rewound 2 times
    rgb_permutations|   2|    100000|     100|0.98823688|  PASSED
# The file file_input_raw was rewound 2 times
    rgb_permutations|   3|    100000|     100|0.20576657|  PASSED
# The file file_input_raw was rewound 2 times
    rgb_permutations|   4|    100000|     100|0.67989740|  PASSED
# The file file_input_raw was rewound 2 times
    rgb_permutations|   5|    100000|     100|0.85687165|  PASSED
# The file file_input_raw was rewound 2 times
      rgb_lagged_sum|   0|   1000000|     100|0.09489578|  PASSED
# The file file_input_raw was rewound 2 times
      rgb_lagged_sum|   1|   1000000|     100|0.26531569|  PASSED
# The file file_input_raw was rewound 2 times
      rgb_lagged_sum|   2|   1000000|     100|0.36489272|  PASSED
# The file file_input_raw was rewound 2 times
      rgb_lagged_sum|   3|   1000000|     100|0.73797786|  PASSED
# The file file_input_raw was rewound 3 times
      rgb_lagged_sum|   4|   1000000|     100|0.07290681|  PASSED
# The file file_input_raw was rewound 3 times
      rgb_lagged_sum|   5|   1000000|     100|0.40552262|  PASSED
# The file file_input_raw was rewound 3 times
      rgb_lagged_sum|   6|   1000000|     100|0.31193129|  PASSED
# The file file_input_raw was rewound 4 times
      rgb_lagged_sum|   7|   1000000|     100|0.47310249|  PASSED
# The file file_input_raw was rewound 4 times
      rgb_lagged_sum|   8|   1000000|     100|0.13566784|  PASSED
# The file file_input_raw was rewound 4 times
      rgb_lagged_sum|   9|   1000000|     100|0.18812375|  PASSED
# The file file_input_raw was rewound 5 times
      rgb_lagged_sum|  10|   1000000|     100|0.35868658|  PASSED
# The file file_input_raw was rewound 6 times
      rgb_lagged_sum|  11|   1000000|     100|0.98287763|  PASSED
# The file file_input_raw was rewound 6 times
      rgb_lagged_sum|  12|   1000000|     100|0.52033858|  PASSED
# The file file_input_raw was rewound 7 times
      rgb_lagged_sum|  13|   1000000|     100|0.44049045|  PASSED
# The file file_input_raw was rewound 7 times
      rgb_lagged_sum|  14|   1000000|     100|0.64261924|  PASSED
# The file file_input_raw was rewound 8 times
      rgb_lagged_sum|  15|   1000000|     100|0.24760113|  PASSED
# The file file_input_raw was rewound 9 times
      rgb_lagged_sum|  16|   1000000|     100|0.05454848|  PASSED
# The file file_input_raw was rewound 10 times
      rgb_lagged_sum|  17|   1000000|     100|0.54710186|  PASSED
# The file file_input_raw was rewound 11 times
      rgb_lagged_sum|  18|   1000000|     100|0.52272501|  PASSED
# The file file_input_raw was rewound 12 times
      rgb_lagged_sum|  19|   1000000|     100|0.72724258|  PASSED
# The file file_input_raw was rewound 13 times
      rgb_lagged_sum|  20|   1000000|     100|0.59853426|  PASSED
# The file file_input_raw was rewound 14 times
      rgb_lagged_sum|  21|   1000000|     100|0.82043518|  PASSED
# The file file_input_raw was rewound 15 times
      rgb_lagged_sum|  22|   1000000|     100|0.18017022|  PASSED
# The file file_input_raw was rewound 16 times
      rgb_lagged_sum|  23|   1000000|     100|0.92789043|  PASSED
# The file file_input_raw was rewound 17 times
      rgb_lagged_sum|  24|   1000000|     100|0.37624853|  PASSED
# The file file_input_raw was rewound 18 times
      rgb_lagged_sum|  25|   1000000|     100|0.87164198|  PASSED
# The file file_input_raw was rewound 19 times
      rgb_lagged_sum|  26|   1000000|     100|0.47299139|  PASSED
# The file file_input_raw was rewound 21 times
      rgb_lagged_sum|  27|   1000000|     100|0.97514937|  PASSED
# The file file_input_raw was rewound 22 times
      rgb_lagged_sum|  28|   1000000|     100|0.46391077|  PASSED
# The file file_input_raw was rewound 24 times
      rgb_lagged_sum|  29|   1000000|     100|0.95328262|  PASSED
# The file file_input_raw was rewound 25 times
      rgb_lagged_sum|  30|   1000000|     100|0.78308356|  PASSED
# The file file_input_raw was rewound 26 times
      rgb_lagged_sum|  31|   1000000|     100|0.06362072|  PASSED
# The file file_input_raw was rewound 28 times
      rgb_lagged_sum|  32|   1000000|     100|0.14568408|  PASSED
# The file file_input_raw was rewound 28 times
     rgb_kstest_test|   0|     10000|    1000|0.80716535|  PASSED
# The file file_input_raw was rewound 28 times
     dab_bytedistrib|   0|  51200000|       1|0.12382941|  PASSED
